ID de l'activité,Date de l'activité,Nom de l'activité,Type d'activité,Description de l'activité,Temps écoulé,Distance,Fréquence cardiaque max.,Effort relatif,Déplacement-transport,Note privée sur les activités,Matériel utilisé pour l'activité,Nom du fichier,Poids de l'athlète,Poids du vélo,Temps écoulé,Durée de déplacement,Distance,Vitesse max.,Vitesse moyenne,Dénivelé positif,Dénivelé négatif,Altitude min.,Altitude max.,Pente max.,Pente moyenne,Pente positive moyenne,Pente négative moyenne,Cadence max.,Cadence moyenne,Fréquence cardiaque max.,Fréquence cardiaque moyenne,Puissance max.,Puissance moyenne,Calories,Température max.,Température moyenne,Effort relatif,Effort total,Nombre de sorties course à pied,Temps de montée,Temps de descente,Autres temps,Effort ressenti,Type,Heure de début,Puissance moyenne pondérée,Nombre d'échantillons de puissance,Utiliser l'Effort ressenti,Effort relatif ressenti,Déplacement-transport,Poids total soulevé,À partir du téléchargement,Distance ajustée selon la pente,Heure d'observation de la météo,Conditions météo,Température selon les prévisions météo,Température ressentie,Point de rosée,Humidité,Pression atmosphérique,Vitesse du vent,Rafale de vent,Direction du vent,Intensité des précipitations,Heure de lever du soleil,Heure de coucher du soleil,Phase de la lune,Vélo,Matériel,Probabilité de précipitations,Type de précipitations,Couverture nuageuse,Visibilité selon les prévisions météo,Indice UV,Ozone selon les prévisions météo,Nombre de sauts,Grit total,Flow moyen,Signalé,Vitesse moyenne (temps écoulé),Distance sur chemin,Distance récemment découverte,Distance sur chemin récemment découverte,Nombre d'activités,Nombre total de pas,CO2 économisé,Longueur de piscine,Charge d’entraînement,Intensité,Vitesse moyenne ajustée selon la pente,Temps enregistré par le chronomètre,Nombre total de cycles,Récupération,Avec mon animal de compagnie,Compétition,Sortie longue,Pour la bonne cause,Avec enfant,Distance en descente,Nombre total de séries,Nombre total de répétitions,Support
19633294742,"6 août 2026, 21:20:23",Corrida ao entardecer,Course à pied,,3933,"7,11",,,false,,ASICS Novablast 5,activities/20760777180.fit.gz,,,3933.0,2435.0,7118.9,8.02,2.924,8.0,3.0,9.0,15.4,5.8,-0.1,,,121.0,81.0,,,,334.0,535.0,,,,811997.0,,,,,,,,307.0,3354.0,,,0.0,,1.0,7156.2,,,,,,,,,,,,,,,,29680295.0,,,,,,,,,,,1.81,199.6,,,,6546.0,0.0,,343.0,192.0,2.939,,,,,,,,,,,,""
19589216702,"2 août 2026, 12:24:43",Trilha matinal,Randonnée,,12676,"9,72",,,false,,,activities/20715005862.fit.gz,,,12676.0,9401.0,9727.3,6.54,1.035,437.0,421.0,1074.8,1346.0,50.0,0.2,,,118.0,54.0,,,,,944.0,,,,,,,,,,,,,,,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.767,9727.3,,,,14260.0,0.0,,,,,,14260.0,,,,,,,,,,""
19589216669,"1 août 2026, 13:48:53",Trilha matinal,Randonnée,,15691,"5,34",,,false,,,activities/20715005839.fit.gz,,,15691.0,4798.0,5341.3,2.28,1.113,154.0,81.0,500.0,637.2,47.9,0.5,,,107.0,53.0,,,,,594.0,,,,,,,,,,,,,,,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.34,2514.6,,,,7182.0,0.0,,,,,,7182.0,,,,,,,,,,""
19547627094,"31 juil. 2026, 15:48:14",Trilha na hora do almoço,Randonnée,,6411,"4,71",,,false,,,activities/20671860226.fit.gz,,,6411.0,3744.0,4714.3,10.94,1.259,113.0,158.0,345.4,451.0,49.5,-0.8,,,115.0,54.0,,,,,495.0,,,,,,,,,,,,,,,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,0.735,1407.0,,,,5604.0,0.0,,,,,,5604.0,,,,,,,,,,""
19533464987,"30 juil. 2026, 11:51:35",Trilha matinal,Randonnée,,24897,"12,49",,,false,,,activities/20657212630.fit.gz,,,24897.0,15763.0,12489.6,6.76,0.792,853.9,878.4,334.0,773.7,50.0,-0.2,,,121.0,52.0,,,,,2123.0,,,,,,,,,,,,,,,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.502,1871.2,,,,14548.0,0.0,,,,,,14548.0,,,,,,,,,,""
19329188773,"15 juil. 2026, 21:23:31",Corrida ao entardecer,Course à pied,,3150,"7,34",,,false,,ASICS Novablast 5,activities/20448100953.fit.gz,,,3150.0,2777.0,7341.5,3.74,2.644,12.0,11.0,8.8,14.4,33.3,0.0,,,101.0,79.0,,,,307.0,621.0,,,,845894.0,,,,,,,,290.0,3151.0,,,0.0,,1.0,7385.9,1784149200.0,3.0,26.0,25.2,21.4,0.76,1017.1,5.0,9.6,161.0,0.0,1784104484.0,1784146602.0,0.125,,29680295.0,0.81,5.0,0.64,19406.0,0.0,,,,,,2.331,446.5,,,,7204.0,0.0,,287.0,181.0,2.66,,,,,,,,,,,,""
19300242005,"13 juil. 2026, 20:23:25",Corrida da tarde,Course à pied,,2689,"6,80",,,false,,ASICS Novablast 5,activities/20418706616.fit.gz,,,2689.0,2521.0,6808.7,4.4,2.701,6.0,9.0,1.4,10.4,5.7,-0.1,,,83.0,78.0,,,,310.0,554.0,,,,782185.0,,,,,,,,305.0,2691.0,,,0.0,,1.0,6829.1,1783972800.0,1.0,27.7,28.0,22.2,0.72,1013.7,2.8,5.6,72.0,0.0,1783931682.0,1783973778.0,0.875,,29680295.0,0.0,1.0,0.19,31313.0,0.0,,,,,,2.532,178.4,,,,6524.0,0.0,,272.0,191.0,2.709,,,,,,,,,,,,""
18534911117,"16 mai 2026, 20:29:06",Afternoon Run,Course à pied,,4825,"10,07",,,false,,ASICS Novablast 5,activities/19640720903.fit.gz,,,4825.0,3785.0,10073.1,3.46,2.661,14.0,15.0,9.8,18.0,16.1,0.0,,,86.0,81.0,,,,302.0,814.0,,,,1138637.0,,,,,,,,276.0,4826.0,,,0.0,,1.0,10124.2,1778961600.0,2.0,26.7,27.9,23.6,0.83,1013.0,2.3,5.1,164.0,0.0,1778919835.0,1778962110.0,0.875,,29680295.0,0.89,5.0,0.56,19844.0,0.0,,,,,,2.088,170.3,,,,10108.0,0.0,,400.0,173.0,2.675,,,,,,,,,,,,""
18496366781,"13 mai 2026, 20:58:25",Afternoon Run,Course à pied,,3521,"9,06",,,false,,ASICS Novablast 5,activities/19601797163.fit.gz,,,3521.0,3409.0,9060.8,3.86,2.658,9.0,11.0,11.0,18.0,6.7,0.0,,,87.0,80.0,,,,312.0,798.0,,,,1018487.0,,,,,,,,316.0,3522.0,,,0.0,,1.0,9093.3,1778702569.0,3.0,27.5,28.0,23.5,0.79,1013.6,3.9,7.7,158.0,0.0,1778660591.0,1778702916.0,0.875,,29680295.0,0.99,5.0,1.0,16371.6,0.0,,,,,,2.573,0.0,,,,8678.0,0.0,,382.0,198.0,2.667,,,,,,,,,,,,""
18063772567,"11 avr. 2026, 07:39:19",Morning Run,Course à pied,,7090,"15,18",,,false,,ASICS Novablast 5,activities/19165191847.fit.gz,,,7090.0,5090.0,15187.8,6.06,2.984,42.0,30.0,1.8,18.6,15.4,0.0,,,103.0,84.0,,,,339.0,1099.0,,,,1723398.0,,,,,,,,313.0,6504.0,,,0.0,,1.0,15299.2,1775890800.0,2.0,24.8,26.1,22.8,0.89,1012.4,1.6,2.8,186.0,0.0,1775895727.0,1775938751.0,0.875,,29680295.0,0.85,5.0,0.52,35830.0,0.0,,,,,,2.142,0.0,,,,14124.0,0.0,,692.0,196.0,3.006,,,,,,,,,,,,""
18047155256,"9 avr. 2026, 21:11:31",Evening Run,Course à pied,"Correndo com o pelotão da terceira idade
(Membros na foto)",5655,"12,01",,,false,,ASICS Novablast 5,activities/19148414040.fit.gz,,,5655.0,4292.0,12011.4,4.08,2.799,10.0,8.0,6.8,15.2,38.6,0.0,,,86.0,82.0,,,,320.0,918.0,,,,1374079.0,,,,,,,,293.0,5546.0,,,0.0,,1.0,12077.5,1775768400.0,3.0,27.4,28.4,22.5,0.75,1011.4,2.4,5.2,146.0,0.0,1775722936.0,1775766010.0,0.625,,29680295.0,0.0,1.0,0.8,38477.0,0.0,,,,,,2.124,0.0,,,,11608.0,0.0,,516.0,183.0,2.814,,,0.0,0.0,,,,0.0,,,,media/5B2E7935-DCC9-4818-93D4-AEE25478C5D0.jpg
18033820293,"8 avr. 2026, 21:22:46",Evening Run,Course à pied,,4693,"12,30",,,false,,ASICS Novablast 5,activities/19134969274.fit.gz,,,4693.0,4472.0,12299.4,4.48,2.75,8.0,8.0,5.8,12.4,8.6,0.0,,,108.0,76.0,,,,313.0,958.0,,,,1344391.0,,,,,,,,336.0,4694.0,,,0.0,,1.0,12329.4,1775682000.0,3.0,27.2,28.6,23.2,0.79,1012.3,2.1,3.7,146.0,0.0,1775636547.0,1775679646.0,0.625,,29680295.0,0.93,5.0,0.88,22845.0,0.0,,,,,,2.621,86.6,,,,10972.0,0.0,,575.0,210.0,2.757,,,,,,,,,,,,""
18018543516,"7 avr. 2026, 19:09:51",Afternoon Run,Course à pied,,4688,"11,50",,,false,,ASICS Novablast 5,activities/19119448923.fit.gz,,,4688.0,3884.0,11507.6,4.16,2.963,13.0,9.0,12.4,18.8,7.8,0.0,,,85.0,81.0,,,,350.0,913.0,,,,1317535.0,,,,,,,,332.0,4521.0,,,0.0,,1.0,11555.9,1775588400.0,3.0,28.3,28.7,23.9,0.77,1012.3,3.1,6.3,140.0,0.0,1775550134.0,1775593259.0,0.625,,29680295.0,0.98,5.0,0.99,19592.0,1.0,,,,,,2.455,55.0,,,,10144.0,0.0,,542.0,208.0,2.975,,,,,,,,,,,,""
17948331833,"2 avr. 2026, 08:04:48",Morning Run,Course à pied,,8933,"23,02",,,false,,ASICS Novablast 5,activities/19048475772.fit.gz,,,8933.0,8020.0,23020.7,7.611,2.87,61.0,64.0,5.2,16.8,11.2,0.0,,,90.0,82.0,,,,326.0,1742.0,,,,2617377.0,,,,,,,,317.0,8849.0,,,0.0,,1.0,23172.2,1775116800.0,3.0,24.0,25.9,22.8,0.93,1011.2,1.0,2.1,242.0,0.0,1775118160.0,1775161414.0,0.5,,29680295.0,0.89,5.0,0.71,11602.0,0.0,,,,,,2.577,1020.9,,,,21832.0,0.0,,964.0,198.0,2.889,,,,,,,,,,,,""
17909757091,"30 mars 2026, 08:10:32",Morning Run,Course à pied,,4004,"10,50",,,false,,ASICS Novablast 5,activities/19009649925.fit.gz,,,4004.0,3581.0,10508.2,3.66,2.934,5.0,6.0,7.2,12.2,3.9,0.0,,,89.0,83.0,,,,332.0,788.0,,,,1189686.0,,,,,,,,322.0,3927.0,,,0.0,,1.0,10528.2,1774857600.0,3.0,24.5,26.4,23.4,0.94,1010.8,1.4,2.7,204.0,0.6,1774858972.0,1774902304.0,0.375,,29680295.0,0.89,5.0,0.87,18459.0,0.0,,,,,,2.624,0.0,,,,9866.0,0.0,,441.0,201.0,2.94,,,,,,,,,,,,""
17897662788,"29 mars 2026, 07:31:33",Morning Run treininho leve Z0,Course à pied,"",7097,"21,14",,,false,,ASICS Novablast 5,activities/18997380302.fit.gz,,,7097.0,7097.0,21145.1,4.34,2.979,36.0,45.0,3.8,19.2,8.5,0.0,,,85.0,81.0,,,,341.0,1631.0,,,,2416897.0,,,,,,,,341.0,7098.0,,,0.0,,1.0,21221.4,1774767600.0,2.0,25.2,26.6,23.1,0.88,1010.5,1.7,2.9,176.0,0.0,1774772572.0,1774815930.0,0.375,,29680295.0,0.76,5.0,0.58,15595.0,0.0,,,,,,2.979,557.1,,,,19120.0,0.0,,895.0,213.0,2.99,,,0.0,0.0,,,,0.0,,,,media/C30D525A-A308-4406-B25F-38B56CF13A7C.jpg
17874363599,"27 mars 2026, 08:09:23",Morning Run,Course à pied,,3533,"10,03",,,false,,ASICS Novablast 5,activities/18973887386.fit.gz,,,3533.0,3458.0,10030.3,3.88,2.901,10.0,13.0,7.0,14.8,6.8,0.0,,,86.0,81.0,,,,331.0,776.0,,,,1145454.0,,,,,,,,327.0,3535.0,,,0.0,,1.0,10051.6,1774598400.0,3.0,24.4,25.9,22.8,0.91,1011.0,1.8,3.8,203.0,0.0,1774599796.0,1774643207.0,0.375,,29680295.0,0.86,5.0,0.8,15121.0,0.0,,,,,,2.839,285.6,,,,9318.0,0.0,,409.0,204.0,2.907,,,,,,,,,,,,""
17850783902,"25 mars 2026, 08:10:07",Morning Run,Course à pied,"",4229,"10,98",,,false,,Fila Racer T2 XTreme,activities/18950263428.fit.gz,,,4229.0,4175.0,10981.2,4.36,2.63,11.0,17.0,7.8,15.6,5.8,-0.1,,,89.0,80.0,,,,335.0,869.0,,,,1211673.0,,,,,,,,341.0,4231.0,,,0.0,,1.0,11000.3,1774425600.0,2.0,25.7,27.2,22.0,0.8,1011.0,0.9,2.1,138.0,0.0,1774426996.0,1774470461.0,0.125,,23762696.0,0.47,5.0,0.54,34340.0,0.0,,,,,,2.597,874.3,,,,9680.0,0.0,,533.0,213.0,2.635,,,0.0,0.0,,,,0.0,,,,""
17825144079,"23 mars 2026, 08:09:50",Morning Run,Course à pied,,4514,"11,22",,,false,,ASICS Novablast 5,activities/18924548144.fit.gz,,,4514.0,3604.0,11227.8,3.92,3.115,24.0,22.0,7.8,15.0,8.8,0.0,,,90.0,83.0,,,,355.0,820.0,,,,1277606.0,,,,,,,,343.0,4047.0,,,0.0,,1.0,11284.8,1774252800.0,2.0,25.6,27.2,23.3,0.87,1011.0,1.3,2.7,15.0,0.0,1774254208.0,1774297726.0,0.125,,29680295.0,0.0,1.0,0.58,24006.0,0.0,,,,,,2.487,127.0,,,,9908.0,0.0,,515.0,214.0,3.131,,,,,,,,,,,,""
17813562974,"22 mars 2026, 08:53:26",Morning Run,Course à pied,,7568,"17,02",,,false,,ASICS Novablast 5,activities/18912833453.fit.gz,,,7568.0,5946.0,17020.5,3.72,2.863,34.0,34.0,9.2,18.2,18.2,0.0,,,83.0,79.0,,,,328.0,1264.0,,,,1936318.0,,,,,,,,302.0,7341.0,,,0.0,,1.0,17107.2,1774166400.0,2.0,26.6,28.4,23.8,0.85,1010.9,0.8,1.7,131.0,0.0,1774167808.0,1774211352.0,0.125,,29680295.0,0.0,1.0,0.43,23185.0,0.0,,,,,,2.249,366.0,,,,15478.0,0.0,,727.0,189.0,2.877,,,,,,,,,,,,""
17785161411,"19 mars 2026, 21:41:36",Evening Run,Course à pied,,4360,"12,03",,,false,,ASICS Novablast 5,activities/18884144420.fit.gz,,,4360.0,4005.0,12034.2,4.36,3.005,9.0,15.0,9.4,17.2,7.1,0.0,,,86.0,82.0,,,,345.0,878.0,,,,1379023.0,,,,,,,,333.0,4362.0,,,0.0,,1.0,12076.6,1773954199.0,1.0,28.3,28.4,22.1,0.69,1008.8,3.3,6.2,110.0,0.0,1773908621.0,1773952246.0,0.0,,29680295.0,0.0,1.0,0.37,39505.9,0.0,,,,,,2.76,74.9,,,,10942.0,0.0,,524.0,208.0,3.015,,,,,,,,,,,,""
17764454443,"18 mars 2026, 08:08:44",Morning Run,Course à pied,Tiro subindo ladeira,4961,"11,20",,,false,,ASICS Novablast 5,activities/18863344382.fit.gz,,,4961.0,4491.0,11205.9,3.92,2.495,162.0,165.0,7.4,43.0,13.8,-0.1,,,105.0,79.0,,,,319.0,906.0,,,,1320519.0,,,,,,,,316.0,4962.0,,,0.0,,1.0,11539.1,1773820800.0,3.0,25.8,27.2,23.1,0.85,1010.6,1.6,2.6,134.0,0.0,1773822227.0,1773865879.0,0.875,,29680295.0,0.0,1.0,0.64,22644.0,0.0,,,,,,2.259,6269.0,,,,11080.0,0.0,,538.0,198.0,2.569,,,0.0,0.0,,,,0.0,,,,""
17740307287,"16 mars 2026, 08:09:45",Morning Run,Course à pied,,4641,"10,76",,,false,,Olympikus Corre 3,activities/18839145512.fit.gz,,,4641.0,4119.0,10766.4,4.52,2.614,64.0,29.0,1.8,17.2,11.1,0.0,,,88.0,82.0,,,,,890.0,,,,,,,,,,,,,,,,0.0,,1.0,10965.5,1773648000.0,1.0,25.0,26.7,23.4,0.91,1011.4,0.9,1.8,291.0,0.0,1773649437.0,1773693143.0,0.875,,23889884.0,0.0,1.0,0.3,21200.0,0.0,,,,,,2.32,0.0,,,,10204.0,0.0,,,,2.662,,,,,,,,,,,,""
17718135436,"14 mars 2026, 08:26:44",Morning Run,Course à pied,,8092,"18,01",,,false,,Olympikus Corre 3,activities/18816737826.fit.gz,,,8092.0,6557.0,18010.5,4.62,2.747,91.0,41.0,6.4,21.2,11.0,0.0,,,84.0,80.0,,,,,1393.0,,,,,,,,,,,,,,,,0.0,,1.0,18287.3,1773475200.0,2.0,26.2,27.8,22.9,0.82,1010.8,0.9,2.4,125.0,0.0,1773476636.0,1773520397.0,0.875,,23889884.0,0.0,1.0,0.49,26211.0,0.0,,,,,,2.226,2246.7,,,,17416.0,0.0,,,,2.789,,,,,,,,,,,,""
17682499120,"11 mars 2026, 08:07:53",Morning Run,Course à pied,,4485,"10,86",,,false,,Olympikus Corre 3,activities/18780917173.fit.gz,,,4485.0,4357.0,10864.6,5.575,2.494,68.0,37.0,-4.0,15.8,19.2,0.1,,,88.0,79.0,,,,,888.0,,,,,,,,,,,,,,,,0.0,,1.0,11091.7,1773216000.0,1.0,24.8,26.1,22.3,0.86,1011.2,1.3,2.7,170.0,0.0,1773217464.0,1773261306.0,0.75,,23889884.0,0.4,1.0,0.32,33208.0,0.0,,,,,,2.422,0.0,,,,9564.0,0.0,,,,2.546,,,,,,,,,,,,""
17666391782,"9 mars 2026, 21:33:32",Evening Run,Course à pied,,4136,"9,50",,,false,,Olympikus Corre 3,activities/18764737644.fit.gz,,,4136.0,3904.0,9503.1,3.989,2.434,37.0,27.0,6.8,18.2,22.4,0.0,,,82.0,79.0,,,,,746.0,,,,,,,,,,,,,,,,0.0,,1.0,9616.5,1773090000.0,1.0,28.3,28.7,23.4,0.75,1011.8,3.1,5.4,113.0,0.0,1773044653.0,1773088549.0,0.625,,23889884.0,0.45,5.0,0.35,26297.0,0.0,,,,,,2.298,371.5,,,,10134.0,0.0,,,,2.463,,,,,,,,,,,,""
17628754871,"6 mars 2026, 19:20:12",Afternoon Run,Course à pied,"",6717,"16,01",,,false,,Fila Racer T2 XTreme,activities/18726752239.fit.gz,,,6717.0,6314.0,16018.0,3.118,2.537,64.0,39.0,6.4,18.6,9.2,0.0,,,83.0,79.0,,,,,1306.0,,,,,,,,,,,,,,,,0.0,,1.0,16196.1,1772823600.0,1.0,29.0,30.5,22.5,0.68,1010.2,4.1,6.4,138.0,0.0,1772785474.0,1772829473.0,0.625,,23762696.0,0.58,5.0,0.09,39698.0,2.0,,,,,,2.385,2488.3,,,,16608.0,0.0,,,,2.565,,,0.0,0.0,,,,0.0,,,,""
